Actor, person_concept, 0.242
Actor, person_concept, 0.323
Actor, person_concept, 0.178
Actor, person_concept, 0.292
Actor, person_concept, 0.202
Actor, person_concept, 0.252
Actor, person_concept, 0.194
Actor, person_concept, 0.225
Actor, person_concept, 0.189
Actor, person_concept, 0.291
Actor, person_concept, 0.218
Actor, person_concept, 0.347
Actor, person_concept, 0.263
Actor, person_concept, 0.234
Actor, person_concept, 0.141
Actor, person_concept, 0.164
Actor, person_concept, 0.159
Actor, person_concept, 0.193
Actor, person_concept, 0.212
Actor, person_concept, 0.293
Book, person_concept, 0.23
Book, person_concept, 0.204
Book, person_concept, 0.363
Book, person_concept, 0.245
Book, person_concept, 0.206
Book, person_concept, 0.242
Book, person_concept, 0.232
Book, person_concept, 0.247
Book, person_concept, 0.307
Book, person_concept, 0.241
Book, person_concept, 0.191
Book, person_concept, 0.241
Book, person_concept, 0.202
Book, person_concept, 0.45
Book, person_concept, 0.234
Book, person_concept, 0.295
Book, person_concept, 0.317
Book, person_concept, 0.213
Book, person_concept, 0.327
Book, person_concept, 0.198
City, person_concept, 0.167
City, person_concept, 0.181
City, person_concept, 0.151
City, person_concept, 0.207
City, person_concept, 0.287
City, person_concept, 0.334
City, person_concept, 0.326
City, person_concept, 0.211
City, person_concept, 0.23
City, person_concept, 0.172
City, person_concept, 0.181
City, person_concept, 0.267
City, person_concept, 0.195
City, person_concept, 0.218
City, person_concept, 0.152
City, person_concept, 0.208
City, person_concept, 0.258
City, person_concept, 0.228
City, person_concept, 0.147
City, person_concept, 0.195
Company, person_concept, 0.225
Company, person_concept, 0.135
Company, person_concept, 0.161
Company, person_concept, 0.209
Company, person_concept, 0.162
Company, person_concept, 0.186
Company, person_concept, 0.203
Company, person_concept, 0.226
Company, person_concept, 0.124
Company, person_concept, 0.256
Company, person_concept, 0.293
Company, person_concept, 0.273
Company, person_concept, 0.104
Company, person_concept, 0.305
Company, person_concept, 0.288
Company, person_concept, 0.26
Company, person_concept, 0.202
Company, person_concept, 0.262
Company, person_concept, 0.137
Company, person_concept, 0.193
Country, person_concept, 0.201
Country, person_concept, 0.16
Country, person_concept, 0.253
Country, person_concept, 0.267
Country, person_concept, 0.356
Country, person_concept, 0.193
Country, person_concept, 0.172
Country, person_concept, 0.274
Country, person_concept, 0.248
Country, person_concept, 0.082
Country, person_concept, 0.19
Country, person_concept, 0.172
Country, person_concept, 0.302
Country, person_concept, 0.264
Country, person_concept, 0.183
Country, person_concept, 0.332
Country, person_concept, 0.151
Country, person_concept, 0.259
Country, person_concept, 0.317
Country, person_concept, 0.351
Film, person_concept, 0.154
Film, person_concept, 0.173
Film, person_concept, 0.157
Film, person_concept, 0.181
Film, person_concept, 0.304
Film, person_concept, 0.147
Film, person_concept, 0.246
Film, person_concept, 0.161
Film, person_concept, 0.225
Film, person_concept, 0.107
Film, person_concept, 0.129
Film, person_concept, 0.105
Film, person_concept, 0.222
Film, person_concept, 0.209
Film, person_concept, 0.179
Film, person_concept, 0.234
Film, person_concept, 0.227
Film, person_concept, 0.18
Film, person_concept, 0.075
Film, person_concept, 0.168
Organisation, person_concept, 0.206
Organisation, person_concept, 0.186
Organisation, person_concept, 0.156
Organisation, person_concept, 0.112
Organisation, person_concept, 0.315
Organisation, person_concept, 0.196
Organisation, person_concept, 0.239
Organisation, person_concept, 0.24
Organisation, person_concept, 0.41
Organisation, person_concept, 0.249
Organisation, person_concept, 0.2
Organisation, person_concept, 0.194
Organisation, person_concept, 0.15
Organisation, person_concept, 0.155
Organisation, person_concept, 0.147
Organisation, person_concept, 0.202
Organisation, person_concept, 0.161
Organisation, person_concept, 0.186
Organisation, person_concept, 0.153
Organisation, person_concept, 0.201
Person, person_concept, 0.308
Person, person_concept, 0.162
Person, person_concept, 0.23
Person, person_concept, 0.173
Person, person_concept, 0.217
Person, person_concept, 0.254
Person, person_concept, 0.211
Person, person_concept, 0.264
Person, person_concept, 0.278
Person, person_concept, 0.3
Person, person_concept, 0.123
Person, person_concept, 0.165
Person, person_concept, 0.153
Person, person_concept, 0.17
Person, person_concept, 0.244
Person, person_concept, 0.19
Person, person_concept, 0.222
Person, person_concept, 0.132
Person, person_concept, 0.232
Person, person_concept, 0.181
Place, person_concept, 0.151
Place, person_concept, 0.177
Place, person_concept, 0.134
Place, person_concept, 0.134
Place, person_concept, 0.207
Place, person_concept, 0.157
Place, person_concept, 0.294
Place, person_concept, 0.265
Place, person_concept, 0.119
Place, person_concept, 0.267
Place, person_concept, 0.24
Place, person_concept, 0.261
Place, person_concept, 0.173
Place, person_concept, 0.245
Place, person_concept, 0.168
Place, person_concept, 0.28
Place, person_concept, 0.23
Place, person_concept, 0.261
Place, person_concept, 0.233
Place, person_concept, 0.214
President, person_concept, 0.267
President, person_concept, 0.256
President, person_concept, 0.254
President, person_concept, 0.205
President, person_concept, 0.198
President, person_concept, 0.231
President, person_concept, 0.234
President, person_concept, 0.281
President, person_concept, 0.17
President, person_concept, 0.092
President, person_concept, 0.2
President, person_concept, 0.192
President, person_concept, 0.14
President, person_concept, 0.215
President, person_concept, 0.288
President, person_concept, 0.207
President, person_concept, 0.17
President, person_concept, 0.233
President, person_concept, 0.202
President, person_concept, 0.172
University, person_concept, 0.124
University, person_concept, 0.187
University, person_concept, 0.151
University, person_concept, 0.165
University, person_concept, 0.229
University, person_concept, 0.182
University, person_concept, 0.25
University, person_concept, 0.228
University, person_concept, 0.191
University, person_concept, 0.264
University, person_concept, 0.215
University, person_concept, 0.295
University, person_concept, 0.274
University, person_concept, 0.249
University, person_concept, 0.306
University, person_concept, 0.243
University, person_concept, 0.257
University, person_concept, 0.258
University, person_concept, 0.142
University, person_concept, 0.249
Writer, person_concept, 0.34
Writer, person_concept, 0.33
Writer, person_concept, 0.305
Writer, person_concept, 0.181
Writer, person_concept, 0.203
Writer, person_concept, 0.196
Writer, person_concept, 0.23
Writer, person_concept, 0.173
Writer, person_concept, 0.228
Writer, person_concept, 0.215
Writer, person_concept, 0.27
Writer, person_concept, 0.224
Writer, person_concept, 0.242
Writer, person_concept, 0.288
Writer, person_concept, 0.269
Writer, person_concept, 0.492
Writer, person_concept, 0.196
Writer, person_concept, 0.304
Writer, person_concept, 0.218
Writer, person_concept, 0.234
